complaint_id,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
18-0528,40259324,black,female,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0529,59170228,black,female,1800 18TH DISTRICT,Investigation OnGoing,Pending,Pending
18-0530,41087778,white,male,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0530,41087778,white,male,0200 02ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0530,58099405,white,female,6702 SPECIAL VICTIMS UNI,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0531,,,,,Investigation OnGoing,Pending,Pending
18-0532,24745427,white,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0532,24745427,white,male,1800 18TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0533,82732469,white,male,6600 NORTHWEST DETECTIVE,Lack of Service,No Sustained Findings,Not Applicable
18-0534,,,,,Departmental Violation,No Sustained Findings,Not Applicable
18-0534,,,,,Lack of Service,No Sustained Findings,Not Applicable
18-0535,47886239,white,female,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0535,28412629,black,female,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0535,66318208,black,female,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0535,65251848,black,female,3900 39TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0536,76036989,black,female,7700 AIRPORT,Investigation OnGoing,Pending,Pending
18-0537,58038465,other,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0537,29562932,other,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0538,58081037,white,male,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0539,,,,,No C.A.P. Investigation,Not Applicable,Not Applicable
18-0540,92640592,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0540,92640592,white,male,1400 14TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0541,93844968,other,female,0100 01ST DISTRICT,Investigation OnGoing,Pending,Pending
18-0542,14563505,white,male,1600 16TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0543,44340059,black,male,4500 CENTER CITY DISTRIC,Lack of Service,Sustained Finding,Pending
18-0543,44340059,black,male,4500 CENTER CITY DISTRIC,Lack of Service,Sustained Finding,Pending
18-0543,76023256,white,male,4500 CENTER CITY DISTRIC,Lack of Service,Sustained Finding,Pending
18-0543,76023256,white,male,4500 CENTER CITY DISTRIC,Lack of Service,Sustained Finding,Pending
18-0544,61108114,white,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0544,58829481,latino,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0544,74429895,asian,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0544,97703401,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0544,97703401,white,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0544,97703401,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0545,96367532,black,male,5400 AID,Departmental Violation,No Sustained Findings,Not Applicable
18-0545,96367532,black,male,5400 AID,Physical Abuse,No Sustained Findings,Not Applicable
18-0545,61650392,black,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0546,19470445,black,female,0900 09TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0547,27574235,black,male,5800 TRAINING EDUC SERV,Harassment,No Sustained Findings,Not Applicable
18-0548,95383226,latino,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0548,52047311,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0548,85142595,latino,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0548,91728727,latino,female,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
18-0549,36998445,white,male,4500 CENTER CITY DISTRIC,Lack of Service,No Sustained Findings,Not Applicable
18-0550,35134546,white,male,1400 14TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
18-0550,88128129,white,female,1400 14TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
18-0551,97490369,black,male,3900 39TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0552,57955552,white,male,2600 26TH DISTRICT,Investigation OnGoing,Pending,Pending
18-0552,26668207,white,male,2600 26TH DISTRICT,Investigation OnGoing,Pending,Pending
18-0553,12261697,white,male,0800 08TH DISTRICT,Investigation OnGoing,Pending,Pending
18-0554,91412011,white,female,2500 25TH DISTRICT,Investigation OnGoing,Pending,Pending
18-0555,24676248,white,male,5300 HIGHWAY PATROL,Investigation OnGoing,Pending,Pending
18-0556,37322198,black,female,1600 16TH DISTRICT,Investigation OnGoing,Pending,Pending
18-0556,85846063,black,male,1900 19TH DISTRICT,Investigation OnGoing,Pending,Pending
18-0557,93475381,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0557,59912835,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0558,18510515,white,male,1700 17TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0559,75233613,black,female,4921 RADIO ROOM 1,Lack of Service,Sustained Finding,Pending
18-0560,92085611,black,male,3500 35TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
18-0560,57104627,asian,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0560,57104627,asian,male,3500 35TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
18-0561,57290021,black,male,9807 SUMMER INITIATIVE,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0561,42826005,white,male,9807 SUMMER INITIATIVE,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0562,51279641,white,male,0600 06TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0562,51279641,white,male,0600 06TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0562,51279641,white,male,0600 06TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0563,,,,,Lack of Service,No Sustained Findings,Not Applicable
18-0564,11386739,white,male,1600 16TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0564,51709138,white,male,1600 16TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0564,84010831,white,male,1600 16TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0564,20172025,white,male,1600 16TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0565,12140848,latino,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
18-0565,82584154,black,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0565,12140848,latino,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
18-0566,13148157,white,male,4500 CENTER CITY DISTRIC,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0566,13148157,white,male,4500 CENTER CITY DISTRIC,Disciplinary Code Violation,Sustained Finding,Pending
18-0566,13148157,white,male,4500 CENTER CITY DISTRIC,Departmental Violation,Sustained Finding,Pending
18-0567,16227247,white,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0567,16227247,white,male,3500 35TH DISTRICT,Verbal Abuse,Sustained Finding,Pending
18-0567,55128805,white,male,1500 15TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0568,74981271,black,male,9828 CRIMINAL INTEL UNT,Physical Abuse,No Sustained Findings,Not Applicable
18-0568,74981271,black,male,9828 CRIMINAL INTEL UNT,Physical Abuse,No Sustained Findings,Not Applicable
18-0569,15757409,white,male,7402 STRIKE FORCE,Departmental Violation,No Sustained Findings,Not Applicable
18-0569,15757409,white,male,7402 STRIKE FORCE,Departmental Violation,Sustained Finding,Pending
18-0570,63731958,black,female,6100 SOUTH DETECTIVES,Lack of Service,Sustained Finding,Pending
18-0570,63731958,black,female,6100 SOUTH DETECTIVES,Departmental Violation,Sustained Finding,Pending
18-0571,77897970,white,male,1400 14TH DISTRICT,Investigation OnGoing,Pending,Pending
18-0572,,,,,Departmental Violation,No Sustained Findings,Not Applicable
18-0573,43842584,white,male,1700 17TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0573,79377519,white,male,1700 17TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0574,79377519,white,male,1700 17TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
18-0574,43842584,white,male,1700 17TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
18-0575,79592782,black,female,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0575,71430284,black,female,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0575,79592782,black,female,1400 14TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
18-0575,79592782,black,female,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0575,79592782,black,female,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0575,79592782,black,female,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0575,71430284,black,female,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0576,73324567,white,male,1800 18TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0576,19466153,white,male,1600 16TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0576,19466153,white,male,1600 16TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0576,73324567,white,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0577,27220956,white,male,2200 22ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0577,16920415,white,male,2200 22ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0577,16920415,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0577,90299646,other,female,4923 RADIO ROOM 3,Departmental Violation,Sustained Finding,Pending
18-0577,27220956,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0577,40112039,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0577,75123063,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0577,27220956,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0577,53637754,white,female,4923 RADIO ROOM 3,Departmental Violation,Sustained Finding,Guilty Finding
18-0577,45149270,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0577,44318258,other,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0577,44318258,other,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0578,28059007,white,male,0700 07TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0578,28059007,white,male,0700 07TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0578,28059007,white,male,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0578,28059007,white,male,0700 07TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0578,51583482,black,female,0700 07TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0578,51583482,black,female,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0578,51583482,black,female,0700 07TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0578,51583482,black,female,0700 07TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0579,76866113,white,male,5200 TRAFFIC DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0579,76866113,white,male,5200 TRAFFIC DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0580,73793203,latino,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0580,80472547,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0580,73793203,latino,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0580,73793203,latino,male,2200 22ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0580,99025194,white,male,2200 22ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0580,99025194,white,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0580,38166257,black,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0580,69356786,black,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0580,57088491,black,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0581,69622690,black,female,6702 SPECIAL VICTIMS UNI,Investigation OnGoing,Pending,Pending
18-0581,68968660,white,female,6702 SPECIAL VICTIMS UNI,Investigation OnGoing,Pending,Pending
18-0582,59603158,black,male,0100 01ST DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0582,59603158,black,male,0100 01ST DISTRICT,Lack of Service,Sustained Finding,No Guilty Findings
18-0583,58829481,latino,male,3500 35TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
18-0584,96559793,latino,male,9815 EXTERNAL SERVICES,Investigation OnGoing,Pending,Pending
18-0585,62654268,white,male,4904 FORENSIC SECURITY U,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0586,90394231,white,male,3900 39TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0586,19958993,white,male,3900 39TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0586,19958993,white,male,3900 39TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0586,90394231,white,male,3900 39TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0587,66808473,white,male,5200 TRAFFIC DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0587,66808473,white,male,5200 TRAFFIC DISTRICT,Unprofessional Conduct,Sustained Finding,Pending
18-0588,62123662,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0588,,,,,Departmental Violation,No Sustained Findings,Not Applicable
18-0589,67227670,white,male,1500 15TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0589,67227670,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0589,54089052,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0589,54089052,white,male,1500 15TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0589,36477109,white,male,9807 SUMMER INITIATIVE,Lack of Service,No Sustained Findings,Not Applicable
18-0589,72699376,other,female,9807 SUMMER INITIATIVE,Lack of Service,No Sustained Findings,Not Applicable
18-0590,71392518,white,female,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0590,96738492,white,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,No Guilty Findings
18-0590,71392518,white,female,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0590,71392518,white,female,1600 16TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0591,54260370,white,male,0300 03RD DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
18-0592,12140848,latino,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
18-0592,82584154,black,male,2500 25TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0593,53656122,white,male,1200 12TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0593,53656122,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0593,30404588,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0593,30404588,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0593,30404588,white,male,1200 12TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
18-0593,53656122,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0594,23729879,white,male,1200 12TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
18-0595,71514570,white,male,1500 15TH DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0595,71514570,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0595,15923234,white,male,1500 15TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0595,15923234,white,male,1500 15TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0596,19370195,white,male,0700 07TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0596,19370195,white,male,0700 07TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0597,36406900,white,female,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0597,23740007,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0597,34949151,white,male,0800 08TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0597,47938081,latino,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0597,60453569,white,female,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0597,77015802,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0597,57370530,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0598,47524892,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0598,40251428,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0598,40251428,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0598,40251428,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0599,82732469,white,male,6600 NORTHWEST DETECTIVE,Lack of Service,Sustained Finding,Pending
18-0599,78034784,black,male,6600 NORTHWEST DETECTIVE,Departmental Violation,Sustained Finding,Pending
18-0600,44484941,white,male,6400 NORTHEAST DET,Verbal Abuse,No Sustained Findings,Not Applicable
18-0601,,,,,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0602,45475427,other,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
18-0602,42972261,other,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
18-0603,42959558,white,male,0600 06TH DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0603,42959558,white,male,0600 06TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0603,80208703,white,male,,Physical Abuse,No Sustained Findings,Not Applicable
18-0603,73464815,white,male,0600 06TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
18-0603,,,,,Physical Abuse,No Sustained Findings,Not Applicable
18-0603,73464815,white,male,0600 06TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0603,,,,,Physical Abuse,No Sustained Findings,Not Applicable
18-0604,57672311,black,female,0700 07TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0605,42153608,other,female,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
18-0606,59959012,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0606,59959012,white,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0606,59959012,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0606,59959012,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0606,49777089,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0606,49777089,white,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0606,49777089,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0606,49777089,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0606,49777089,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0607,21179506,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0607,80417272,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0607,39556028,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0607,80417272,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0607,21179506,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0607,85010244,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0608,48582841,black,female,0500 05TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0608,48582841,black,female,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0609,11798898,black,male,0600 06TH DISTRICT,Lack of Service,Sustained Finding,Pending
18-0610,95408632,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0610,25532838,latino,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
18-0610,25532838,latino,male,6500 SOUTHWEST DET,Unprofessional Conduct,No Sustained Findings,Not Applicable
18-0610,43058606,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0611,96215440,black,female,5200 TRAFFIC DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0612,32529756,white,male,0700 07TH DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0612,21688310,white,male,0700 07TH DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0612,21688310,white,male,0700 07TH DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0612,44552919,white,male,6400 NORTHEAST DET,Departmental Violation,Sustained Finding,Pending
18-0612,44552919,white,male,6400 NORTHEAST DET,Lack of Service,Sustained Finding,Pending
18-0612,32529756,white,male,0700 07TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0612,54550477,white,male,6400 NORTHEAST DET,Departmental Violation,Sustained Finding,Pending
18-0612,14975664,white,male,6400 NORTHEAST DET,Departmental Violation,Sustained Finding,Pending
18-0613,79955503,white,male,3500 35TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
18-0614,,,,,No C.A.P. Investigation,Not Applicable,Not Applicable
18-0615,,,,,Lack of Service,No Sustained Findings,Not Applicable
18-0615,,,,,Departmental Violation,No Sustained Findings,Not Applicable
18-0616,64874364,black,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0616,63516866,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0617,63025056,black,male,6200 CENTRAL DETECTIVES,Lack of Service,No Sustained Findings,Not Applicable
18-0618,97415353,black,female,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0618,60081064,asian,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0618,53098909,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0619,57988511,white,male,5200 TRAFFIC DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
18-0619,57988511,white,male,5200 TRAFFIC DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0620,88800699,black,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0620,88800699,black,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0620,13547956,latino,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Pending
18-0620,13547956,latino,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0620,88800699,black,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
18-0620,88800699,black,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
18-0621,29196779,white,male,1700 17TH DISTRICT,Investigation OnGoing,Pending,Pending
18-0621,14618780,other,male,9807 SUMMER INITIATIVE,Investigation OnGoing,Pending,Pending
18-0622,30769540,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
18-0623,35339509,black,female,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0623,83974954,black,female,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0624,26539117,black,male,1800 18TH DISTRICT,Investigation OnGoing,Pending,Pending
18-0624,65740224,black,female,1800 18TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0001,71908361,other,male,5806 POLICE ACADEMY CLAS,Verbal Abuse,No Sustained Findings,Not Applicable
19-0001,71908361,other,male,5806 POLICE ACADEMY CLAS,Criminal Allegation,No Sustained Findings,Not Applicable
19-0002,21575357,white,male,7401 NARC FIELD UNIT,No C.A.P. Investigation,Not Applicable,Not Applicable
19-0003,57290021,black,male,9807 SUMMER INITIATIVE,Verbal Abuse,No Sustained Findings,Not Applicable
19-0003,57290021,black,male,9807 SUMMER INITIATIVE,Physical Abuse,No Sustained Findings,Not Applicable
19-0003,57290021,black,male,9807 SUMMER INITIATIVE,Departmental Violation,Sustained Finding,Pending
19-0003,57290021,black,male,9807 SUMMER INITIATIVE,Unprofessional Conduct,Sustained Finding,Pending
19-0003,57290021,black,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
19-0003,56908933,other,female,9807 SUMMER INITIATIVE,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0004,61619150,black,female,1800 18TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0005,45843469,black,male,7700 AIRPORT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0006,27855073,white,male,6003 HOMICIDE UNIT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0006,96557390,white,male,6003 HOMICIDE UNIT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0006,91391069,white,male,6003 HOMICIDE UNIT,Lack of Service,No Sustained Findings,Not Applicable
19-0007,92902032,other,male,5802 POLICE ACADEMY CLAS,Investigation OnGoing,Pending,Pending
19-0007,80074121,white,male,2500 25TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0008,65863305,white,female,0200 02ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0009,17672292,white,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
19-0009,46192628,black,male,5300 HIGHWAY PATROL,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0009,46192628,black,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
19-0010,61943933,black,female,3900 39TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0011,40251428,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0011,49598390,black,male,1400 14TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
19-0011,47524892,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0012,78800393,black,male,5900 EAST DETECTIVES,Investigation OnGoing,Pending,Pending
